Ad_ID;Campaign_Name;Clicks;Impressions;Cost;Leads;Conversions;Conversion Rate;Sale_Amount;Ad_Date;Location;Device;Keyword
A2932;Data Analytics Course;1060;33090;2172;250;40;57;1507;03/11/2024;Hyderabad;Tablet;Data Analytics Course
A2933;Data Analytics Course;1480;49300;21101;240;60;58;1378;19/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2934;Data Analytics Course;830;48300;18498;120;100;12;1041;01/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2935;Data Analytics Course;890;54220;19991;120;60;67;1903;09/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2936;Data Analytics Course;1230;46580;21176;300;30;24;1201;15/11/2024;Hyderabad;Desktop;Online Data Analytic
A2937;Data Analytics Course;1030;32490;23285;130;40;39;1397;04/11/2024;Hyderabad;Desktop;Data Analytics Course
A2938;Data Analytics Course;1300;43930;19866;190;70;54;1236;11/11/2024;Hyderabad;Desktop;Data Analitics Online
A2939;Data Analytics Course;1930;49530;24375;140;30;16;1118;04/11/2024;Hyderabad;Mobile;Analytics For Data
A2940;Data Analytics Course;1850;52080;22726;160;40;22;1953;08/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2941;Data Analytics Course;1630;41140;2248;180;80;46;1493;24/11/2024;Hyderabad;Desktop;Online Data Analytic
A2942;Data Analytics Course;1970;35080;18104;200;40;2;1824;16/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2943;Data Analytics Course;890;57330;21533;220;90;101;1323;15/11/2024;Hyderabad;Tablet;Data Analitics Online
A2944;Data Analytics Course;990;39480;19865;220;40;4;1444;19/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2947;Data Analytics Course;1200;53630;22117;170;40;33;1345;08/11/2024;Hyderabad;Tablet;Analytics For Data
A2949;Data Analytics Course;1080;56110;22438;290;80;74;1886;11/11/2024;Hyderabad;Mobile;Analytics For Data
A2950;Data Analytics Course;1430;47880;2132;240;70;49;1359;01/11/2024;Hyderabad;Desktop;Analytics For Data
A2952;Data Analytics Course;1650;41210;22459;300;70;42;1569;03/11/2024;Hyderabad;Mobile;Data Analytics Course
A2953;Data Analytics Course;1550;50300;23441;130;50;32;1113;08/11/2024;Hyderabad;Mobile;Online Data Analytic
A2954;Data Analytics Course;1560;35330;2117;220;90;58;1399;10/11/2024;Hyderabad;Mobile;Data Analytics Course
A2955;Data Analytics Course;940;57510;20537;100;90;96;1155;19/11/2024;Hyderabad;Tablet;Data Analytics Course
A2956;Data Analytics Course;1700;54840;21028;200;90;53;1319;23/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2957;Data Analytics Course;900;54570;2335;170;90;1;1159;19/11/2024;Hyderabad;Desktop;Data Analytics Course
A2959;Data Analytics Course;800;58080;24044;120;40;36;1542;16/11/2024;Hyderabad;Desktop;Data Analitics Online
A2960;Data Analytics Course;1660;55670;19913;290;50;3;1474;08/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2964;Data Analytics Course;1430;49320;20635;200;90;63;1132;22/11/2024;Hyderabad;Desktop;Data Analytics Course
A2965;Data Analytics Course;1800;39910;20043;100;100;56;1427;21/11/2024;Hyderabad;Tablet;Online Data Analytic
A2966;Data Analytics Course;1410;33060;18829;300;90;41;1561;18/11/2024;Hyderabad;Tablet;Analytics For Data
A2968;Data Analytics Course;1520;46830;22333;120;70;46;1697;18/11/2024;Hyderabad;Tablet;Data Analytics Course
A2969;Data Analytics Course;1890;36350;22908;170;90;48;1225;13/11/2024;Hyderabad;Tablet;Online Data Analytic
A2971;Data Analytics Course;1400;50950;22377;280;70;5;1233;14/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2973;Data Analytics Course;1560;39640;18442;220;60;38;1893;30/11/2024;Hyderabad;Tablet;Online Data Analytic
A2974;Data Analytics Course;1360;56450;19555;260;40;29;1773;01/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2975;Data Analytics Course;1070;52720;22318;160;80;75;1110;28/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2977;Data Analytics Course;1650;54550;19175;300;50;3;1145;02/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2979;Data Analytics Course;990;59810;24389;160;90;91;1876;11/11/2024;Hyderabad;Desktop;Data Analitics Online
A2982;Data Analytics Course;1530;45240;22415;200;40;26;1083;05/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2983;Data Analytics Course;1840;59030;1825;150;100;5;1230;25/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2984;Data Analytics Course;1190;50500;18057;120;80;67;1243;04/11/2024;Hyderabad;Mobile;Analytics For Data
A2986;Data Analytics Course;1680;40700;22299;290;70;46;1733;12/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2988;Data Analytics Course;820;49220;23482;270;100;33;1556;17/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2990;Data Analytics Course;990;34180;19591;190;100;101;1242;04/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2993;Data Analytics Course;1550;41350;22666;260;70;57;1442;22/11/2024;Hyderabad;Tablet;Analytics For Data
A2994;Data Analytics Course;1880;52540;19043;270;70;37;1821;16/11/2024;Hyderabad;Desktop;Online Data Analytic
A2995;Data Analytics Course;830;44390;23213;280;70;84;1570;19/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2996;Data Analytics Course;1270;30530;18357;100;80;63;1669;13/11/2024;Hyderabad;Tablet;Data Analytics Course
A3000;Data Analytics Course;1230;50500;24793;110;80;65;1755;29/11/2024;Hyderabad;Tablet;Analytics For Data
A3001;Data Analytics Course;1370;50570;19411;110;60;44;1206;09/11/2024;Hyderabad;Desktop;Data Analytics Course
A3002;Data Analytics Course;930;53460;19778;150;80;86;1036;15/11/2024;Hyderabad;Tablet;Data Analitics Online
A3004;Data Analytics Course;1220;33510;19649;130;30;25;1362;30/11/2024;Hyderabad;Desktop;Data Analytics Course
A3007;Data Analytics Course;1240;54020;22216;210;70;59;1091;27/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3008;Data Analytics Course;950;46530;19363;170;40;42;1688;27/11/2024;Hyderabad;Desktop;Data Analytics Course
A3009;Data Analytics Course;1850;45990;24828;150;50;27;1673;06/11/2024;Hyderabad;Desktop;Data Analitics Online
A3011;Data Analytics Course;1750;35210;21011;140;90;51;1140;28/11/2024;Hyderabad;Mobile;Analytics For Data
A3012;Data Analytics Course;880;58230;24667;120;90;102;1514;01/11/2024;Hyderabad;Mobile;Data Analytics Course
A3013;Data Analytics Course;900;55690;1966;270;40;53;1516;20/11/2024;Hyderabad;Desktop;Data Analitics Online
A3014;Data Analytics Course;940;42550;22106;130;50;53;1623;20/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3015;Data Analytics Course;1910;49100;2327;140;100;52;1080;03/11/2024;Hyderabad;Tablet;Analytics For Data
A3016;Data Analytics Course;1670;56750;22256;150;40;24;1862;17/11/2024;Hyderabad;Tablet;Analytics For Data
A3017;Data Analytics Course;1360;37770;1865;110;40;29;1027;05/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3020;Data Analytics Course;1340;56200;2314;280;70;52;1499;29/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3021;Data Analytics Course;1700;45940;1932;270;90;53;1319;27/11/2024;Hyderabad;Mobile;Analytics For Data
A3022;Data Analytics Course;1510;49070;24832;100;40;26;1948;23/11/2024;Hyderabad;Desktop;Data Analytics Course
A3024;Data Analytics Course;880;47940;24228;110;30;34;1210;07/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3025;Data Analytics Course;1180;53260;19976;190;80;68;1195;24/11/2024;Hyderabad;Tablet;Analytics For Data
A3027;Data Analytics Course;1120;45940;23612;290;80;71;1569;23/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3028;Data Analytics Course;1860;43520;22395;290;30;16;1290;06/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3029;Data Analytics Course;1390;42200;20602;210;50;36;1671;21/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3030;Data Analytics Course;1640;49090;24506;130;30;45;1601;04/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3031;Data Analytics Course;890;31480;21925;130;40;45;1533;06/11/2024;Hyderabad;Desktop;Data Analitics Online
A3032;Data Analytics Course;1070;31050;19546;200;100;37;1455;19/11/2024;Hyderabad;Mobile;Data Analitics Online
A3033;Data Analytics Course;1790;50620;21466;180;40;5;1815;24/11/2024;Hyderabad;Mobile;Data Analytics Course
A3034;Data Analytics Course;1360;40960;22879;190;100;39;1054;26/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3037;Data Analytics Course;1990;48180;23019;110;70;38;1714;08/11/2024;Hyderabad;Desktop;Online Data Analytic
A3038;Data Analytics Course;950;52560;23584;120;80;52;1324;24/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3039;Data Analytics Course;1820;39800;19175;160;50;27;1050;08/11/2024;Hyderabad;Tablet;Online Data Analytic
A3041;Data Analytics Course;1390;53260;2417;290;50;36;1423;08/11/2024;Hyderabad;Mobile;Analytics For Data
A3043;Data Analytics Course;1660;37460;21381;160;50;3;1750;08/11/2024;Hyderabad;Mobile;Data Analitics Online
A3044;Data Analytics Course;1210;56080;21992;190;40;49;1209;14/11/2024;Hyderabad;Tablet;Data Anaytics Training
A3045;Data Analytics Course;1730;45820;20499;170;50;29;1703;21/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3047;Data Analytics Course;1360;50110;23662;250;50;37;1582;03/11/2024;Hyderabad;Mobile;Data Analytics Course
A3048;Data Analytics Course;1740;58640;19045;260;50;45;1508;27/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3049;Data Analytics Course;1680;51140;18675;100;30;18;1530;18/11/2024;Hyderabad;Desktop;Online Data Analytic
A3050;Data Analytics Course;1170;56580;19148;130;30;32;1779;25/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3051;Data Analytics Course;1870;48760;1922;160;50;27;1396;09/11/2024;Hyderabad;Tablet;Analytics For Data
A3054;Data Analytics Course;1120;51430;24296;180;30;27;1029;07/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3057;Data Analytics Course;1670;33660;21302;280;40;59;1159;14/11/2024;Hyderabad;Mobile;Data Analytics Course
A3058;Data Analytics Course;1650;52280;19973;270;30;4;1829;05/11/2024;Hyderabad;Mobile;Analytics For Data
A3060;Data Analytics Course;1820;51020;22622;160;100;6;1600;07/11/2024;Hyderabad;Mobile;Data Analytics Course
A3061;Data Analytics Course;910;37870;22617;260;80;88;1493;10/11/2024;Hyderabad;Tablet;Data Analytics Course
A3063;Data Analytics Course;1890;54040;21841;170;100;53;1418;24/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3064;Data Analytics Course;850;44320;21479;220;70;82;1262;23/11/2024;Hyderabad;Tablet;Data Analitics Online
A3065;Data Analytics Course;1620;40160;22448;280;100;41;1060;19/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3067;Data Analytics Course;880;50930;22228;130;90;5;1185;09/11/2024;Hyderabad;Desktop;Online Data Analytic
A3068;Data Analytics Course;1210;50920;21915;210;60;5;1864;04/11/2024;Hyderabad;Desktop;Analytics For Data
A3069;Data Analytics Course;810;30150;21869;100;70;86;1550;27/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3070;Data Analytics Course;1250;37450;20693;240;30;24;1619;08/11/2024;Hyderabad;Tablet;Data Analytics Course
A3071;Data Analytics Course;1880;50460;20252;180;100;6;1625;05/11/2024;Hyderabad;Tablet;Online Data Analytic
A3075;Data Analytics Course;1730;58720;1903;240;50;29;1953;26/11/2024;Hyderabad;Tablet;Data Analitics Online
A3077;Data Analytics Course;1430;31090;24692;220;50;35;1589;13/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3079;Data Analytics Course;1540;56330;24595;290;70;35;1604;03/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3080;Data Analytics Course;850;54020;19195;180;70;82;1002;26/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3081;Data Analytics Course;1670;40590;20918;170;40;24;1742;16/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3082;Data Analytics Course;1390;31720;22783;200;100;72;1130;28/11/2024;Hyderabad;Tablet;Analytics For Data
A3083;Data Analytics Course;1930;57160;22453;190;90;47;1167;13/11/2024;Hyderabad;Desktop;Online Data Analytic
A3084;Data Analytics Course;1270;48160;24525;230;30;49;1985;07/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3086;Data Analytics Course;1740;44690;21598;140;80;46;1619;07/11/2024;Hyderabad;Desktop;Online Data Analytic
A3087;Data Analytics Course;1270;34540;20919;190;100;58;1937;05/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3088;Data Analytics Course;1510;37020;24502;220;90;6;1983;04/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3089;Data Analytics Course;1130;42580;23225;160;100;88;1374;24/11/2024;Hyderabad;Mobile;Online Data Analytic
A3090;Data Analytics Course;1590;40470;20562;240;30;5;1177;09/11/2024;Hyderabad;Tablet;Analytics For Data
A3091;Data Analytics Course;1970;33190;21583;260;100;51;1342;18/11/2024;Hyderabad;Desktop;Analytics For Data
A3092;Data Analytics Course;1060;56610;18196;170;30;28;1250;11/11/2024;Hyderabad;Desktop;Data Analitics Online
A3093;Data Analytics Course;1430;49140;22269;120;70;5;1280;12/11/2024;Hyderabad;Desktop;Analytics For Data
A3094;Data Analytics Course;1110;53820;21959;290;50;32;1464;25/11/2024;Hyderabad;Desktop;Analytics For Data
A3096;Data Analytics Course;980;39670;21451;120;50;51;1180;08/11/2024;Hyderabad;Desktop;Analytics For Data
A3098;Data Analytics Course;1680;32190;19316;120;70;37;1395;23/11/2024;Hyderabad;Mobile;Online Data Analytic
A3101;Data Analytics Course;1730;52700;23333;110;70;4;1783;16/11/2024;Hyderabad;Desktop;Analytics For Data
A3102;Data Analytics Course;1840;32390;22133;250;100;54;1557;04/11/2024;Hyderabad;Desktop;Online Data Analytic
A3104;Data Analytics Course;1960;54480;23255;300;80;41;1694;14/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3106;Data Analytics Course;970;39370;19737;140;100;103;1160;22/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3107;Data Analytics Course;1280;41750;20011;120;100;59;1599;20/11/2024;Hyderabad;Desktop;Data Analitics Online
A3108;Data Analytics Course;1430;57800;23751;240;40;54;1440;15/11/2024;Hyderabad;Mobile;Data Analitics Online
A3111;Data Analytics Course;1890;32260;23668;140;60;32;1364;06/11/2024;Hyderabad;Tablet;Analytics For Data
A3112;Data Analytics Course;1650;49780;18025;120;40;58;1123;14/11/2024;Hyderabad;Tablet;Online Data Analytic
A3114;Data Analytics Course;1830;41240;18666;240;60;33;1183;28/11/2024;Hyderabad;Tablet;Data Analytics Course
A3115;Data Analytics Course;1960;31430;23822;280;70;36;1234;08/11/2024;Hyderabad;Mobile;Data Analitics Online
A3118;Data Analytics Course;1040;59490;2166;280;40;38;1102;10/11/2024;Hyderabad;Mobile;Analytics For Data
A3120;Data Analytics Course;1280;50220;18896;260;60;47;1108;02/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3122;Data Analytics Course;1070;54910;21798;170;100;93;1480;11/11/2024;Hyderabad;Mobile;Online Data Analytic
A3123;Data Analytics Course;860;40780;20892;260;30;35;1698;06/11/2024;Hyderabad;Mobile;Data Analytics Course
A3125;Data Analytics Course;880;37080;22576;100;50;36;1667;12/11/2024;Hyderabad;Tablet;Data Anaytics Training
A3126;Data Analytics Course;1410;53140;18434;290;100;71;1271;19/11/2024;Hyderabad;Mobile;Online Data Analytic
A3127;Data Analytics Course;1930;35660;21273;190;70;36;1311;04/11/2024;Hyderabad;Desktop;Data Analitics Online
A3128;Data Analytics Course;1850;48390;19399;260;60;32;1492;04/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3130;Data Analytics Course;1470;43710;24304;260;90;61;1776;18/11/2024;Hyderabad;Desktop;Online Data Analytic
A3132;Data Analytics Course;810;30960;22847;220;30;37;1386;22/11/2024;Hyderabad;Tablet;Analytics For Data
A3133;Data Analytics Course;1980;41630;21864;110;60;3;1904;30/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3134;Data Analytics Course;1550;51500;2246;240;70;39;1146;04/11/2024;Hyderabad;Tablet;Data Analytics Course
A3135;Data Analytics Course;1810;39480;22351;170;40;57;1075;10/11/2024;Hyderabad;Mobile;Analytics For Data
A3136;Data Analytics Course;1080;31260;24894;120;30;28;1942;16/11/2024;Hyderabad;Tablet;Analytics For Data
A3137;Data Analytics Course;1140;55510;19544;300;50;44;1255;15/11/2024;Hyderabad;Tablet;Analytics For Data
A3139;Data Analytics Course;890;41750;19422;110;30;55;1370;22/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3142;Data Analytics Course;870;31610;24449;240;80;92;1161;06/11/2024;Hyderabad;Tablet;Data Analitics Online
A3143;Data Analytics Course;1460;47730;24827;300;60;41;1304;01/11/2024;Hyderabad;Tablet;Online Data Analytic
A3145;Data Analytics Course;1220;56000;22306;120;30;25;1061;18/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3146;Data Analytics Course;1530;42180;22836;160;70;46;1178;03/11/2024;Hyderabad;Mobile;Data Analitics Online
A3147;Data Analytics Course;1080;33580;1841;280;40;37;1888;16/11/2024;Hyderabad;Desktop;Analytics For Data
A3148;Data Analytics Course;1470;30210;20017;200;40;27;1718;18/11/2024;Hyderabad;Mobile;Analytics For Data
A3149;Data Analytics Course;1210;44770;22477;280;100;83;1604;17/11/2024;Hyderabad;Tablet;Data Analitics Online
A3151;Data Analytics Course;1270;51720;20419;100;40;31;1183;20/11/2024;Hyderabad;Mobile;Data Analitics Online
A3152;Data Analytics Course;1920;58960;20118;300;90;5;1589;30/11/2024;Hyderabad;Desktop;Data Analytics Course
A3153;Data Analytics Course;1740;34270;22377;200;70;36;1293;15/11/2024;Hyderabad;Desktop;Analytics For Data
A3154;Data Analytics Course;1660;41760;2431;160;90;41;1147;24/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3157;Data Analytics Course;890;49360;19991;160;40;59;1543;14/11/2024;Hyderabad;Desktop;Data Analytics Course
A3159;Data Analytics Course;910;55090;18622;290;50;55;1928;02/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3160;Data Analytics Course;1140;57480;18476;160;80;7;1490;21/11/2024;Hyderabad;Desktop;Data Analitics Online
A3162;Data Analytics Course;1270;45370;24711;170;70;43;1451;18/11/2024;Hyderabad;Tablet;Analytics For Data
A3163;Data Analytics Course;840;54680;22736;130;40;48;1228;26/11/2024;Hyderabad;Tablet;Data Analytics Course
A3164;Data Analytics Course;1820;43900;23933;110;70;52;1799;27/11/2024;Hyderabad;Tablet;Data Anaytics Training
A3165;Data Analytics Course;1050;58830;18007;200;40;38;1586;05/11/2024;Hyderabad;Mobile;Data Analytics Course
A3166;Data Analytics Course;1620;31200;24558;300;60;37;1952;06/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3167;Data Analytics Course;1180;43770;21981;210;40;34;1290;14/11/2024;Hyderabad;Desktop;Analytics For Data
A3168;Data Analytics Course;1310;57190;18369;120;70;53;1555;23/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3169;Data Analytics Course;1160;42500;18634;120;30;26;1043;30/11/2024;Hyderabad;Desktop;Analytics For Data
A3170;Data Analytics Course;800;56480;23926;100;60;75;1005;20/11/2024;Hyderabad;Mobile;Data Analytics Course
A3171;Data Analytics Course;810;33940;18724;120;60;74;1227;12/11/2024;Hyderabad;Tablet;Data Analytics Course
A3172;Data Analytics Course;1890;51170;1979;200;80;42;1710;28/11/2024;Hyderabad;Mobile;Analytics For Data
A3174;Data Analytics Course;1820;33030;2384;170;40;22;1695;05/11/2024;Hyderabad;Desktop;Data Analitics Online
A3176;Data Analytics Course;1370;37200;23722;240;50;36;1811;10/11/2024;Hyderabad;Mobile;Online Data Analytic
A3177;Data Analytics Course;1060;57890;18362;190;30;28;1838;16/11/2024;Hyderabad;Desktop;Data Analitics Online
A3178;Data Analytics Course;1020;51130;20665;270;60;59;1466;19/11/2024;Hyderabad;Mobile;Data Analytics Course
A3179;Data Analytics Course;1550;32340;20447;120;40;26;1401;16/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3180;Data Analytics Course;850;30880;23424;240;40;47;1210;07/11/2024;Hyderabad;Tablet;Analytics For Data
A3182;Data Analytics Course;960;50700;21063;270;100;104;1653;18/11/2024;Hyderabad;Tablet;Online Data Analytic
A3183;Data Analytics Course;1280;44450;20052;140;40;31;1861;05/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3184;Data Analytics Course;1510;36560;19996;260;70;51;1566;17/11/2024;Hyderabad;Desktop;Online Data Analytic
A3185;Data Analytics Course;950;35830;22337;220;90;33;1821;29/11/2024;Hyderabad;Desktop;Online Data Analytic
A3186;Data Analytics Course;1930;47900;24769;230;50;26;1687;24/11/2024;Hyderabad;Mobile;Data Analitics Online
A3187;Data Analytics Course;900;32350;2114;290;100;111;1290;19/11/2024;Hyderabad;Tablet;Analytics For Data
A3188;Data Analytics Course;1750;38320;24561;270;50;29;1388;26/11/2024;Hyderabad;Desktop;Data Analitics Online
A3189;Data Analytics Course;1530;42610;23025;270;70;46;1027;05/11/2024;Hyderabad;Desktop;Analytics For Data
A3191;Data Analytics Course;1020;52290;20855;300;50;49;1065;15/11/2024;Hyderabad;Mobile;Analytics For Data
A3200;Data Analytics Course;1400;46770;22374;200;90;64;1610;04/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3202;Data Analytics Course;1050;35480;2168;300;70;54;1663;14/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3205;Data Analytics Course;1200;44530;24034;230;80;67;1452;26/11/2024;Hyderabad;Tablet;Online Data Analytic
A3207;Data Analytics Course;940;44570;24618;140;60;53;1492;15/11/2024;Hyderabad;Tablet;Data Analitics Online
A3210;Data Analytics Course;1930;51290;24378;130;100;52;1583;06/11/2024;Hyderabad;Tablet;Data Analytics Course
A3211;Data Analytics Course;960;52100;22305;100;80;83;1483;29/11/2024;Hyderabad;Tablet;Online Data Analytic
A3212;Data Analytics Course;1500;34560;24222;160;70;47;1215;02/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3213;Data Analytics Course;1300;41090;2071;190;60;46;1521;16/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3214;Data Analytics Course;990;35220;21001;280;90;34;1932;23/11/2024;Hyderabad;Mobile;Analytics For Data
A3215;Data Analytics Course;1430;36000;23814;260;70;49;1891;09/11/2024;Hyderabad;Tablet;Analytics For Data
A3218;Data Analytics Course;1150;48570;19505;290;90;78;1644;17/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3219;Data Analytics Course;1750;59150;22339;230;80;42;1595;08/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3222;Data Analytics Course;1090;53880;20568;220;60;55;1339;19/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3223;Data Analytics Course;1540;51380;19415;170;70;45;1295;17/11/2024;Hyderabad;Mobile;Data Analytics Course
A3224;Data Analytics Course;1990;35340;23867;240;50;25;1776;21/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3225;Data Analytics Course;980;43020;1834;160;90;92;1765;19/11/2024;Hyderabad;Desktop;Data Analytics Course
A3227;Data Analytics Course;810;37210;22289;170;40;46;1690;15/11/2024;Hyderabad;Desktop;Data Analytics Course
A3229;Data Analytics Course;1210;31220;23757;290;60;5;1796;07/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3230;Data Analytics Course;1240;39240;18866;240;60;41;1472;04/11/2024;Hyderabad;Tablet;Data Anaytics Training
A3231;Data Analytics Course;1080;41260;21933;220;30;28;1275;29/11/2024;Hyderabad;Mobile;Data Analytics Course
A3233;Data Analytics Course;1780;37080;19277;200;100;56;1292;16/11/2024;Hyderabad;Tablet;Data Analitics Online
A3236;Data Analytics Course;880;51450;2429;160;100;43;1963;14/11/2024;Hyderabad;Tablet;Analytics For Data
A3238;Data Analytics Course;1480;41490;22333;300;60;41;1318;08/11/2024;Hyderabad;Tablet;Data Analytics Course
A3240;Data Analytics Course;1560;43750;24933;260;60;38;1663;15/11/2024;Hyderabad;Tablet;Data Analytics Course
A3241;Data Analytics Course;1760;37530;20176;110;40;23;1070;07/11/2024;Hyderabad;Mobile;Data Anaytics Training
A3242;Data Analytics Course;1450;42750;18505;250;70;36;1574;09/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3243;Data Analytics Course;1360;43320;23452;190;60;43;1162;18/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3245;Data Analytics Course;1450;44360;19063;130;100;69;1502;21/11/2024;Hyderabad;Tablet;Data Analytics Course
A3247;Data Analytics Course;1830;57460;24815;140;50;53;1012;25/11/2024;Hyderabad;Tablet;Data Analytics Course
A3248;Data Analytics Course;1760;39060;2140;290;40;37;1382;25/11/2024;Hyderabad;Tablet;Online Data Analytic
A3253;Data Analytics Course;910;49880;21734;100;100;11;1508;29/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3254;Data Analytics Course;1070;55100;2161;140;80;75;1857;19/11/2024;Hyderabad;Mobile;Online Data Analytic
A3256;Data Analytics Course;1660;37880;23856;180;80;48;1657;06/11/2024;Hyderabad;Mobile;Learn Data Analytics
A3258;Data Analytics Course;1880;43820;2495;120;90;49;1746;13/11/2024;Hyderabad;Desktop;Analytics For Data
A3260;Data Analytics Course;1690;48570;19479;180;70;41;1391;22/11/2024;Hyderabad;Mobile;Data Analitics Online
A3261;Data Analytics Course;1650;31500;1903;180;30;18;1129;18/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3262;Data Analytics Course;1370;46300;20114;100;40;29;1680;27/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3263;Data Analytics Course;1350;37120;20714;140;30;48;1788;21/11/2024;Hyderabad;Tablet;Data Anaytics Training
A3266;Data Analytics Course;1220;45560;24384;260;40;52;1164;24/11/2024;Hyderabad;Mobile;Online Data Analytic
A3268;Data Analytics Course;1450;57650;24062;180;60;41;1056;19/11/2024;Hyderabad;Desktop;Data Anaytics Training
A3269;Data Analytics Course;800;56530;22806;190;80;1;1795;13/11/2024;Hyderabad;Tablet;Analytics For Data
A3273;Data Analytics Course;1960;58120;24688;220;90;46;1715;14/11/2024;Hyderabad;Mobile;Online Data Analytic
A3274;Data Analytics Course;1680;49040;2190;220;50;3;1541;15/11/2024;Hyderabad;Tablet;Online Data Analytic
A3277;Data Analytics Course;930;39450;18953;270;30;32;1560;18/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3278;Data Analytics Course;1380;58630;20119;300;100;72;1898;18/11/2024;Hyderabad;Desktop;Analytics For Data
A3279;Data Analytics Course;1430;44700;21442;140;80;56;1353;22/11/2024;Hyderabad;Mobile;Data Analytics Course
A3281;Data Analytics Course;1470;40410;22919;160;100;55;1558;27/11/2024;Hyderabad;Desktop;Analytics For Data
A3282;Data Analytics Course;1010;34490;18839;160;100;99;1318;08/11/2024;Hyderabad;Desktop;Online Data Analytic
A3283;Data Analytics Course;1950;41950;23187;130;100;34;1834;25/11/2024;Hyderabad;Desktop;Learn Data Analytics
A3284;Data Analytics Course;1420;53650;23795;170;100;7;1548;27/11/2024;Hyderabad;Tablet;Data Analitics Online
A3285;Data Analytics Course;1390;38540;23473;100;30;22;1802;18/11/2024;Hyderabad;Tablet;Learn Data Analytics
A3287;Data Analytics Course;1030;54880;23706;210;70;49;1874;22/11/2024;Hyderabad;Tablet;Analytics For Data
A3288;Data Analytics Course;1080;36760;20345;290;80;74;1369;01/11/2024;Hyderabad;Mobile;Data Analitics Online
A3290;Data Analytics Course;800;42040;22679;140;30;37;1434;21/11/2024;Hyderabad;Tablet;Data Analytics Course
